n,selectsort,mergesort,quicksort
3057,3297948,179857,528908
3058,3149891,176677,580215
3059,3232376,192530,580020
3060,3081559,165678,472101
3061,3273157,195726,557951
3062,3512137,192470,593427
3063,3320361,186357,531858
3064,3352911,190932,597731
3065,3115676,170282,490021
3066,2906000,330782,472897
3067,3098816,165918,472616
3068,2972481,240514,515625
3069,3024641,196853,515614
3070,3300665,192431,547817
3071,3250321,180576,517176
3072,3226194,199776,564058
3073,3370073,189354,531922
3074,3250544,250865,521420
3075,2855236,166410,476258
3076,2952608,171247,507712
3077,3613235,198105,597830
3078,3826390,187074,592002
3079,3319362,175259,576323
3080,2942476,240293,630626
3081,2820407,210003,651357
3082,3165532,167867,475013
3083,2933676,175465,524379
3084,3266780,180491,541646
3085,2844460,166496,475270
3086,3081672,166708,498003
3087,3167645,166369,539185
3088,3069023,171228,490913
3089,3077021,174912,491790
3090,3045840,180853,556340
3091,2961420,170836,491329
3092,3020878,170658,553027
3093,3370230,198276,600948
3094,2994223,170925,493398
3095,3174273,171520,507366
3096,3025892,171322,490878
3097,3129325,184816,520522
3098,2992653,166762,558425
3099,3326191,193247,667241
3100,3332469,176161,667701
3101,3265463,186910,580478
3102,3406714,199889,573183
3103,3596140,203901,648823
3104,3319309,167024,486737
3105,3196510,167368,623881
3106,3085398,172472,494353
3107,2956590,190855,494873
3108,3044486,183530,551019
3109,2967325,171635,492698
3110,3042811,176185,529913
3111,3255633,207718,586078
3112,3015365,167166,582888
3113,3052988,171802,498205
3114,3188591,223236,530479
3115,2955164,172807,495014
3116,3067868,175288,496567
3117,3192683,172718,522726
3118,3186990,173122,495017
3119,2973487,171151,494339
3120,3021324,176947,534125
3121,3270632,199542,674296
3122,3432856,216860,599890
3123,3076847,170771,499735
3124,2980410,260747,610289
3125,3498525,168097,483338
3126,2901698,166803,482327
3127,3408797,166774,483675
3128,2941349,166934,487176
3129,3070732,182174,526750
3130,3528350,193191,559551
3131,3720602,224648,577913
3132,3305603,166902,486099
3133,3279415,209983,572521
3134,3343499,213008,582328
3135,3314827,177960,515444
3136,3058217,166964,578888
3137,3448065,177539,673436
3138,3164534,172553,501609
3139,3117756,176249,514776
3140,3283329,172223,503068
3141,3070794,171155,498597
3142,3059620,171881,499695
3143,3122911,167053,529077
3144,3148817,166311,486227
3145,3021736,171795,499248
3146,3134700,171131,514306
3147,3390310,182274,533416
3148,3068127,177701,603174
3149,3193751,186812,486383
3150,3085469,280930,596455
3151,3279650,188155,568337
3152,3426767,204744,610453
3153,3417976,171829,500046
3154,3658971,206392,599996
3155,3708594,203543,591569
3156,3387620,171583,566831
3157,3203850,173222,504442
3158,3176341,189041,489239
3159,3061222,219606,588415
3160,3054213,173204,503683
3161,3119471,251563,725003
3162,3315753,195566,507602
3163,3077766,172153,546386
3164,3191186,172784,530724
3165,3348355,167828,492671
3166,3106614,172759,504321
3167,3116815,174461,524676
3168,3079059,172277,502796
3169,3348871,208419,556332
3170,3265460,167628,491330
3171,3090417,182080,570116
3172,3476648,172532,492266
3173,3098680,168868,546732
3174,3163949,168359,490209
3175,3090357,172464,503860
3176,3069991,180713,493561
3177,3523956,169456,493896
3178,3510198,258842,691780
3179,3159179,172681,506306
3180,3654543,264309,680196
3181,3553261,217584,611802
3182,3408612,168637,493969
3183,3286360,255355,678751
3184,3504925,275504,544192
3185,3252316,183417,601717
3186,3166253,177054,564903
3187,3421330,195783,545982
3188,3314313,179200,535896
3189,3893747,256299,676093
3190,5746006,249516,668743
3191,4206681,213809,691251
3192,3671245,233264,654842
3193,3356267,167669,494678
3194,3201001,171749,506545
3195,3205752,167958,874808
3196,3564278,167728,540593
3197,3106230,171440,511046
3198,3121678,167277,495403
3199,3406321,315973,617517
3200,3037618,171190,499936
3201,3292899,167546,495374
3202,3236243,172121,512262
3203,3306076,273372,587916
3204,3748552,198372,579561
3205,3721859,241516,626112
3206,3210309,167815,497010
3207,3332786,174784,563728
3208,3179760,173130,515917
3209,3527199,173071,524023
3210,3453174,182454,528779
3211,3871810,186948,524012
3212,3445806,201070,526590
3213,3479487,172472,513067
3214,3184405,172802,512394
3215,3315498,182800,545561
3216,3960093,201079,599056
3217,3665828,201926,638815
3218,3356516,188029,559273
3219,3426396,167766,539804
3220,3526880,178100,528959
3221,3351705,190209,553003
3222,3487676,194348,578462
3223,3649950,224634,596723
3224,3746969,171211,506943
3225,3426763,196843,586764
3226,3262318,173509,517929
3227,3701606,222187,499787
3228,3495944,177767,518067
3229,3272789,193345,595809
3230,3605882,168122,500006
3231,3641583,183715,581620
3232,3744027,243327,648918
3233,3676855,214632,590092
3234,3486429,186340,556025
3235,3748595,203720,646422
3236,3413907,173172,514411
3237,3347813,188440,652256
3238,3839285,185296,565454
3239,3245729,173420,514560
3240,3765849,299088,885017
3241,3415748,173948,575351
3242,3226795,172793,514837
3243,3941072,168808,502668
3244,3591929,173326,516361
3245,3240570,175455,521333
3246,3439700,167948,501991
3247,3733211,168353,558338
3248,3284523,176411,546479
3249,3528606,240264,519766
3250,3505333,168713,502162
3251,3430961,182903,559309
3252,3577037,174023,589743
3253,3714435,209372,625615
3254,4018178,188573,568873
3255,4082923,201147,699710
3256,3762517,179667,532885
3257,3794826,199406,591774
3258,3948856,235453,629948
3259,3466582,168086,680631
3260,3516356,176318,533387
3261,3319953,174790,520899
3262,3557277,172903,550476
3263,3647690,236764,610496
3264,3800278,188532,566830
3265,3535133,190813,604234
3266,3342001,177807,533929
3267,3627019,201167,603684
3268,3908113,230354,690570
3269,3852755,195061,589699
3270,3868180,201023,619438
3271,3292589,174192,520515
3272,3315920,173352,519698
3273,3394879,167744,506313
3274,3195069,167927,505432
3275,3459520,204316,583538
3276,3479060,232419,544583
3277,3285447,189006,567483
3278,3719287,183050,571266
3279,3520442,182965,550415
3280,3581676,200432,613148
3281,3842198,194728,586937
3282,3345772,168709,506582
3283,3189823,193259,521838
3284,3276708,173411,606712
3285,3728476,348313,782274
3286,3659822,194014,587434
3287,3526942,226660,632069
3288,3374586,185902,541200
3289,3311798,180038,524842
3290,3569321,198293,590568
3291,3413660,167957,661290
3292,3348022,168623,508247
3293,3205987,170269,594138
3294,3618582,194305,588355
3295,3896717,206710,577079
3296,3656344,188757,510488
3297,3737972,188895,571353
3298,3784945,200302,608384
3299,3570571,168150,509481
3300,3543800,202679,623564
3301,3506961,173253,524253
3302,3604829,190001,621870
3303,3962777,189596,579067
3304,4005361,227663,601758
3305,4142437,207633,629359
3306,3734155,208149,570442
3307,3650684,173035,525074
3308,3668847,183740,631939
3309,3469949,173210,524070
3310,3605105,192959,636736
3311,3487761,178330,598053
3312,3649046,173532,524377
3313,3488182,176885,542702
3314,3287449,167993,509690
3315,3401852,178420,557498
3316,3451318,168604,511034
3317,3250286,168861,769641
3318,3479924,208021,551985
3319,3557345,194756,592250
3320,3418989,269694,541575
3321,3310861,168558,511283
3322,3301447,167820,511825
3323,3808797,168453,515119
3324,3344750,168626,540893
3325,3624614,177596,581404
3326,3864454,202197,652281
3327,3608027,190971,587479
3328,3565236,168350,512602
3329,3564796,174912,666800
3330,3988443,195129,632103
3331,3458218,188651,528308
3332,3813292,188534,601565
3333,4471221,235586,674385
3334,4168231,207576,600604
3335,3738224,265797,515708
3336,3432595,173243,529705
3337,3670132,168099,797631
3338,3392829,173238,529314
3339,3448579,168149,515416
3340,3678371,167961,513678
3341,3342287,168093,513329
3342,3479061,167984,516518
3343,3512360,173200,530751
3344,3334436,167806,514559
3345,3394435,168141,828915
3346,3381518,173544,590614
3347,3491037,173300,570786
3348,3464126,168828,558023
3349,3553650,189445,635551
3350,4177953,216163,772784
3351,4106065,228627,692891
3352,3759968,174110,562688
3353,3853824,189805,617261
3354,3749058,173522,629821
3355,3907659,178390,572763
3356,3820213,195281,631073
3357,3831954,180331,622307
3358,4204245,196401,621255
3359,3728159,178816,618690
3360,3707060,171195,759804
3361,3879275,202023,641892
3362,3674737,178447,586154
3363,4145765,220774,663809
3364,3636859,169187,714735
3365,3681777,213195,684214
3366,3725056,173924,553073
3367,3516812,173420,596886
3368,3530291,203681,621023
3369,3665367,195892,667437
3370,3574416,173607,553246
3371,3549692,175102,557753
3372,4156588,231072,761665
3373,4739146,229903,678728
3374,3552158,173980,554029
3375,3564231,173592,575861
3376,3456691,172941,554855
3377,3576356,173648,570475
3378,3664742,176866,622686
3379,3717622,189639,613679
3380,3878004,201067,674407
3381,3800400,242704,647198
3382,4213180,208707,682597
3383,3964403,193082,704028
3384,4131304,202328,645899
3385,3747522,168886,541895
3386,3864917,211280,632108
3387,3793152,168876,543014
3388,3799027,224142,541835
3389,3492623,172968,581929
3390,3917715,201175,645329
3391,3596113,168335,541553
3392,3862698,168490,542533
3393,3391810,168693,541502
3394,3862006,169875,543975
3395,3600852,189461,610299
3396,3729773,198676,623358
3397,3675650,169973,646917
3398,3924466,283972,727376
3399,3677267,221143,634033
3400,3652181,173655,561440
3401,3828189,195768,648083
3402,4144919,183570,632833
3403,3999619,175266,559065
3404,3750089,195621,628896
3405,3624644,178304,605007
3406,3652862,168910,545331
3407,3620014,252656,584310
3408,3533740,168507,587247
3409,3723133,173817,586864
3410,3582350,173569,569592
3411,3732055,463502,637481
3412,3566020,175335,586007
3413,3952948,183706,579130
3414,3996084,241810,698669
3415,3784351,175292,563935
3416,3678093,168875,546064
3417,4126105,175116,566732
3418,3985912,196296,618072
3419,5150117,252720,810580
3420,8346354,240258,775692
3421,4404725,209348,760198
3422,4013482,174021,607980
3423,4350434,184263,618957
3424,3830079,174710,565217
3425,3663719,184592,548947
3426,3874289,195789,661656
3427,3778801,173621,563150
3428,3760232,169849,577580
3429,3758307,191530,599339
3430,3756455,195811,641205
3431,3632196,170145,551411
3432,3616491,170551,550902
3433,3562227,168836,550482
3434,3656406,171089,672031
3435,3522154,170227,619251
3436,3547585,185744,597914
3437,4048915,201590,658625
3438,3964345,169729,551297
3439,3878627,267094,570700
3440,3662437,169027,550528
3441,4129361,184180,614003
3442,3973268,179568,582136
3443,3697587,174163,571777
3444,3815943,195423,637889
3445,4090272,202871,655251
3446,3803813,172698,786054
3447,3801812,189347,659719
3448,3905189,179476,620647
3449,4512687,212306,791877
3450,4183980,184180,635212
3451,3656914,174256,568952
3452,4176497,169236,553011
3453,3975556,173794,573981
3454,3617272,168807,552792
3455,3515074,168431,552772
3456,3714696,168777,554028
3457,3558540,169721,553560
3458,3784550,183815,601468
3459,4113514,236467,659720
3460,3951527,170932,864884
3461,4213722,218319,676984
3462,3829124,190556,655977
3463,3962507,190684,630558
3464,4049378,170383,556172
3465,4286834,169309,584204
3466,3683204,174523,574281
3467,3737231,173936,570717
3468,3765266,169640,655243
3469,4064702,188150,621718
3470,3632732,169359,638091
3471,4281572,178370,585689
3472,4010122,180025,817362
3473,3707254,174207,614343
3474,4312053,169450,576280
3475,3783691,175902,601108
3476,3903862,175044,595717
3477,4223788,209856,713293
3478,4459628,208960,755887
3479,4482044,217384,735139
3480,4416976,208869,682189
3481,4344648,185009,602224
3482,4765747,176869,575748
3483,3744709,174574,584190
3484,3674098,174507,566453
3485,3840564,170691,551857
3486,3955495,205119,665965
3487,4111390,190416,662592
3488,4209707,190005,588605
3489,4070551,170611,553048
3490,3820462,176458,578125
3491,3764298,204206,582516
3492,4280560,228063,658592
3493,3776526,175156,568592
3494,3759011,174835,622919
3495,3931536,294590,572118
3496,3917025,180413,573281
3497,3864980,170297,746894
3498,4028502,184766,604649
3499,3716410,201152,602456
3500,4173956,179927,616305
3501,4436166,196546,654626
3502,3990584,196024,681852
3503,4132688,174271,592794
3504,3746347,214828,572410
3505,3926742,169760,555041
3506,3715947,174225,569123
3507,3929085,190735,707952
3508,4171764,175054,571400
3509,4168747,174261,571078
3510,3815222,218577,558814
3511,4529928,175538,577925
3512,3908010,179553,608041
3513,3733185,174300,570841
3514,4650757,174435,604065
3515,4138621,198676,588933
3516,4271762,179518,627194
3517,4358283,203261,734135
3518,3924145,174297,572541
3519,4533440,211147,692212
3520,3848535,175978,571575
3521,4094400,187395,605921
3522,3856670,174425,572082
3523,3902413,174577,573304
3524,4061293,196384,670785
3525,4372732,197966,653799
3526,3846842,175019,619391
3527,4207197,170117,583834
3528,4012300,174466,576619
3529,4163722,188277,592591
3530,4312229,184729,639594
3531,3971580,175831,578036
3532,4026677,170096,678719
3533,3832871,188367,576192
3534,3929270,178433,576506
3535,3963202,174456,584264
3536,3904279,181272,575722
3537,4017441,174537,615915
3538,3890309,176988,584742
3539,4038856,175091,583488
3540,3974351,190839,627400
3541,4375639,190566,631107
3542,3793054,183166,576126
3543,4516553,250097,569153
3544,3944575,174389,578330
3545,3966032,169684,565226
3546,4418127,203871,686152
3547,4120285,174728,577432
3548,4171878,315337,601830
3549,3743276,170243,560970
3550,4319596,174559,577461
3551,4283278,231093,772862
3552,4522517,203454,670269
3553,4346963,174908,612984
3554,4267829,237108,657926
3555,4292738,179678,605187
3556,4126007,196759,692011
3557,4470658,209815,712100
3558,4571103,212038,701918
3559,4774514,217038,732701
3560,4143915,202800,672290
3561,4013972,170457,565378
3562,4076492,246736,633820
3563,3870230,175887,579413
3564,4222246,170250,564842
3565,3969353,174595,591683
3566,3825141,169614,563023
3567,4221704,169869,565171
3568,4219585,179755,596768
3569,4048105,190360,657523
3570,4686037,209041,695499
3571,4233665,170741,770568
3572,4535761,210349,699881
3573,4492052,170897,566084
3574,4174779,196602,653370
3575,4112767,173415,834375
3576,3924647,175526,585860
3577,4071378,175528,581131
3578,4660313,198267,589469
3579,4359301,175012,631273
3580,3894042,169839,650355
3581,4106106,176343,640762
3582,4073170,174664,629969
3583,3878003,169697,570520
3584,3942571,219258,792825
3585,4126210,192745,649517
3586,4624359,209482,686242
3587,4193443,190295,636087
3588,3980685,169887,566183
3589,4197941,174674,583061
3590,4050767,190555,636276
3591,3789331,170016,569552
3592,4039752,171121,731085
3593,4126881,188246,568484
3594,4281723,191474,657547
3595,5018394,207561,642698
3596,4625230,209420,679953
3597,4488748,180089,607321
3598,4190420,175619,630486
3599,4160424,191806,623374
3600,4144262,176037,585673
3601,4001035,185454,599151
3602,4102915,175636,598807
3603,3947286,174889,585670
3604,4464961,193997,690987
3605,4013262,180085,608361
3606,4292404,170936,571657
3607,4297304,182815,588276
3608,4278251,185278,638993
3609,4465835,170905,572830
3610,4266724,170941,615705
3611,4101461,191045,649442
3612,3964834,170202,571624
3613,3918791,170800,571801
3614,4335205,171575,771561
3615,4050360,171324,573151
3616,4415286,198447,663402
3617,4733751,191562,636991
3618,4772264,241373,732483
3619,4700803,172942,697518
3620,4104688,191294,671119
3621,4075846,175645,610915
3622,4015948,176894,598485
3623,4222854,203033,685671
3624,4205398,189101,629664
3625,4378527,263229,722665
3626,4933208,204266,710411
3627,4690174,176316,590883
3628,4346191,175577,667763
3629,4153451,175355,633605
3630,4033197,234484,619161
3631,4354389,208943,816099
3632,5526695,213406,850709
3633,7447444,378381,830573
3634,4893515,218336,686678
3635,4295052,199630,704809
3636,4813100,200881,696583
3637,5616307,191555,666392
3638,4751103,212295,745288
3639,4618197,173640,668907
3640,4581542,177120,593183
3641,4007256,175225,592523
3642,4152503,175856,593990
3643,4320242,187283,628478
3644,4155629,179310,601037
3645,4048189,175742,594019
3646,4347109,243558,586087
3647,4077481,176669,593883
3648,4076270,170287,577361
3649,4630821,170246,578333
3650,4235227,202779,648626
3651,4370854,209764,669574
3652,4466389,171120,579162
3653,4717151,187595,592231
3654,4273072,191613,670331
3655,4477897,207179,673402
